fold,n,false_negative,false_positive,true_negative,true_positive,accuracy,balanced_accuracy,bookmaker_informedness,critical_success_index,delta_p,diagnostic_odds_ratio,fall_out,false_discovery_rate,false_negative_rate,false_omission_rate,false_positive_rate,f1_score,fowlkes_mallows_index,hit_rate,informedness,jaccard_index,matthews_correlation_coefficient,markedness,miss_rate,negative_likelihood_ratio,negative_predictive_value,positive_likelihood_ratio,positive_predictive_value,precision,prevalence,prevalence_threshold,probability_of_detection,probability_of_false_alarm,recall,selectivity,sensitivity,specificity,threat_score,true_negative_rate,true_positive_rate,mae,mse,rmse,r2
1,199.0,17.0,17.0,142.1999969482422,22.80000114440918,0.8291457295417786,0.6197313666343689,0.23946256935596466,0.25117239356040955,0.23159046471118927,6.323159694671631,0.6415414214134216,0.6415414214134216,0.626252293586731,0.12686817348003387,0.13428516685962677,0.35961517691612244,0.36280784010887146,0.37374773621559143,0.23946256935596466,0.25117239356040955,0.23500263690948486,0.23159046471118927,0.626252293586731,0.6932467818260193,0.8731318712234497,3.6938283443450928,0.35845863819122314,0.35845863819122314,0.20000000298023224,0.48383018374443054,0.37374773621559143,0.13428516685962677,0.37374773621559143,0.8657148480415344,0.37374773621559143,0.8657148480415344,0.25117239356040955,0.8657148480415344,0.37374773621559143,1.140703558921814,3.522613048553467,1.8768625259399414,-0.19751906394958496
2,199.0,18.0,18.0,141.1999969482422,21.80000114440918,0.8190955519676208,0.6266404986381531,0.2532809376716614,0.26674526929855347,0.27970001101493835,13.499068260192871,0.5869143605232239,0.5869143605232239,0.6028838753700256,0.13338564336299896,0.14383524656295776,0.39697954058647156,0.4009716212749481,0.39711615443229675,0.2532809376716614,0.26674526929855347,0.2657422721385956,0.27970001101493835,0.6028838753700256,0.6765822768211365,0.8666143417358398,9.344481468200684,0.4130856692790985,0.4130856692790985,0.19999998807907104,0.32743212580680847,0.39711615443229675,0.14383524656295776,0.39711615443229675,0.8561647534370422,0.39711615443229675,0.8561647534370422,0.26674526929855347,0.8561647534370422,0.39711615443229675,1.2211054563522339,3.814070224761963,1.952964425086975,-0.2905735969543457
3,199.0,19.600000381469727,19.600000381469727,139.60000610351562,20.200000762939453,0.8030151724815369,0.6329072117805481,0.2658144533634186,0.2760624587535858,0.27806851267814636,17.65222930908203,0.570716142654419,0.570716142654419,0.5799931883811951,0.15121537446975708,0.15419240295886993,0.4203275740146637,0.42247873544692993,0.4200068414211273,0.2658144533634186,0.2760624587535858,0.2709610164165497,0.27806851267814636,0.5799931883811951,0.6810866594314575,0.8487846255302429,10.891969680786133,0.42928391695022583,0.42928391695022583,0.19999998807907104,0.32024717330932617,0.4200068414211273,0.15419240295886993,0.4200068414211273,0.845807671546936,0.4200068414211273,0.845807671546936,0.2760624587535858,0.845807671546936,0.4200068414211273,1.3869346380233765,4.442211151123047,2.1076552867889404,-0.5031187534332275
4,198.0,17.0,17.0,141.40000915527344,22.600000381469727,0.8282828330993652,0.7025808095932007,0.40516147017478943,0.33733877539634705,0.337150514125824,35.95989227294922,0.5350510478019714,0.5350510478019714,0.464139848947525,0.1277984231710434,0.13069872558116913,0.489982932806015,0.4951283037662506,0.5358602404594421,0.40516147017478943,0.33733877539634705,0.3669518530368805,0.337150514125824,0.464139848947525,0.5333390235900879,0.8722015619277954,14.003745079040527,0.4649488925933838,0.4649488925933838,0.20000000298023224,0.2999518811702728,0.5358602404594421,0.13069872558116913,0.5358602404594421,0.8693012595176697,0.5358602404594421,0.8693012595176697,0.33733877539634705,0.8693012595176697,0.5358602404594421,1.1414141654968262,3.545454502105713,1.8829377889633179,-0.1972815990447998
5,198.0,18.399999618530273,18.399999618530273,140.0,21.200000762939453,0.8141414523124695,0.6490060687065125,0.2980121374130249,0.32533031702041626,0.3934532701969147,59.53030014038086,0.4616409242153168,0.4616409242153168,0.5516918301582336,0.14490583539009094,0.15029607713222504,0.47803258895874023,0.4855632781982422,0.44830819964408875,0.2980121374130249,0.32533031702041626,0.3407597541809082,0.3934532701969147,0.5516918301582336,0.6415897607803345,0.8550941348075867,33.46787643432617,0.5383591055870056,0.5383591055870056,0.20000000298023224,0.28697916865348816,0.44830819964408875,0.15029607713222504,0.44830819964408875,0.8497039675712585,0.44830819964408875,0.8497039675712585,0.32533031702041626,0.8497039675712585,0.44830819964408875,1.3484848737716675,4.459596157073975,2.1117756366729736,-0.5059821605682373
