fold,n,false_negative,false_positive,true_negative,true_positive,accuracy,balanced_accuracy,bookmaker_informedness,critical_success_index,delta_p,diagnostic_odds_ratio,fall_out,false_discovery_rate,false_negative_rate,false_omission_rate,false_positive_rate,f1_score,fowlkes_mallows_index,hit_rate,informedness,jaccard_index,matthews_correlation_coefficient,markedness,miss_rate,negative_likelihood_ratio,negative_predictive_value,positive_likelihood_ratio,positive_predictive_value,precision,prevalence,prevalence_threshold,probability_of_detection,probability_of_false_alarm,recall,selectivity,sensitivity,specificity,threat_score,true_negative_rate,true_positive_rate,mae,mse,rmse,r2
1,199.0,19.600000381469727,19.600000381469727,139.60000610351562,20.200000762939453,0.8030150532722473,0.5821464657783508,0.16429291665554047,0.20583359897136688,0.15672865509986877,3.3198604583740234,0.4964228570461273,0.4964228570461273,0.6865413784980774,0.14684849977493286,0.14916573464870453,0.3067890703678131,0.30765026807785034,0.313458651304245,0.16429291665554047,0.20583359897136688,0.16239109635353088,0.15672865509986877,0.6865413784980774,0.7805083394050598,0.8531515002250671,2.392186403274536,0.30357715487480164,0.30357715487480164,0.20000000298023224,0.31305181980133057,0.313458651304245,0.14916573464870453,0.313458651304245,0.850834310054779,0.313458651304245,0.850834310054779,0.20583359897136688,0.850834310054779,0.313458651304245,1.3467336893081665,4.251256465911865,2.0618574619293213,-0.44522273540496826
2,199.0,20.600000381469727,20.600000381469727,138.60000610351562,19.200000762939453,0.7929648160934448,0.6052113771438599,0.21042266488075256,0.23860302567481995,0.1993584781885147,11.041102409362793,0.6429182291030884,0.6429182291030884,0.6311852335929871,0.1577233374118805,0.15839213132858276,0.361804723739624,0.3623758554458618,0.3688147962093353,0.21042266488075256,0.23860302567481995,0.2047697752714157,0.1993584781885147,0.6311852335929871,0.7438096404075623,0.8422767519950867,5.956590175628662,0.3570818603038788,0.3570818603038788,0.19999998807907104,0.4890243113040924,0.3688147962093353,0.15839213132858276,0.3688147962093353,0.8416078686714172,0.3688147962093353,0.8416078686714172,0.23860302567481995,0.8416078686714172,0.3688147962093353,1.4221105575561523,4.467336654663086,2.113607406616211,-0.5116204023361206
3,199.0,20.200000762939453,20.200000762939453,139.0,19.600000381469727,0.7969849109649658,0.6362103819847107,0.27242064476013184,0.2713862359523773,0.26520195603370667,15.642611503601074,0.583326518535614,0.583326518535614,0.576603353023529,0.15147154033184052,0.1509760171175003,0.41700243949890137,0.41851112246513367,0.42339667677879333,0.27242064476013184,0.2713862359523773,0.2674606740474701,0.26520195603370667,0.576603353023529,0.679510772228241,0.8485285043716431,9.87664794921875,0.4166735112667084,0.4166735112667084,0.19999998807907104,0.32431671023368835,0.42339667677879333,0.1509760171175003,0.42339667677879333,0.8490239977836609,0.42339667677879333,0.8490239977836609,0.2713862359523773,0.8490239977836609,0.42339667677879333,1.3718593120574951,4.2462310791015625,2.060638427734375,-0.43680477142333984
4,198.0,20.399999618530273,20.399999618530273,138.0,19.200000762939453,0.7939394116401672,0.6424126029014587,0.28482508659362793,0.2706305682659149,0.24652960896492004,29.860553741455078,0.6004860997200012,0.6004860997200012,0.5632271766662598,0.15298433601856232,0.1519477814435959,0.40934059023857117,0.4136795699596405,0.436772882938385,0.28482508659362793,0.2706305682659149,0.26174843311309814,0.24652960896492004,0.5632271766662598,0.6705271601676941,0.8470157980918884,11.908936500549316,0.39951393008232117,0.39951393008232117,0.20000000298023224,0.3324128985404968,0.436772882938385,0.1519477814435959,0.436772882938385,0.8480522036552429,0.436772882938385,0.8480522036552429,0.2706305682659149,0.8480522036552429,0.436772882938385,1.3434343338012695,4.0505051612854,2.0125865936279297,-0.3678344488143921
5,198.0,19.600000381469727,19.600000381469727,138.8000030517578,20.0,0.802020251750946,0.6339403986930847,0.26788076758384705,0.2770563066005707,0.3062551021575928,25.771799087524414,0.5445335507392883,0.5445335507392883,0.5831004977226257,0.1492113322019577,0.14901873469352722,0.42170047760009766,0.42875128984451294,0.41689950227737427,0.26788076758384705,0.2770563066005707,0.28019455075263977,0.3062551021575928,0.5831004977226257,0.6832801103591919,0.8507887125015259,17.26016616821289,0.45546647906303406,0.45546647906303406,0.20000000298023224,0.31274452805519104,0.41689950227737427,0.14901873469352722,0.41689950227737427,0.8509813547134399,0.41689950227737427,0.8509813547134399,0.2770563066005707,0.8509813547134399,0.41689950227737427,1.3282828330993652,4.05555534362793,2.013840913772583,-0.36953985691070557
