model,n,false_negative,false_positive,true_negative,true_positive,accuracy,balanced_accuracy,bookmaker_informedness,critical_success_index,delta_p,diagnostic_odds_ratio,fall_out,false_discovery_rate,false_negative_rate,false_omission_rate,false_positive_rate,f1_score,fowlkes_mallows_index,hit_rate,informedness,jaccard_index,matthews_correlation_coefficient,markedness,miss_rate,negative_likelihood_ratio,negative_predictive_value,positive_likelihood_ratio,positive_predictive_value,precision,prevalence,prevalence_threshold,probability_of_detection,probability_of_false_alarm,recall,selectivity,sensitivity,specificity,threat_score,true_negative_rate,true_positive_rate,mae,mse,rmse,r2
1838dc0a0424b4141e016b54a05ab510,198.6,20.440000152587892,20.440000152587892,138.44000244140625,19.280000305175783,0.7941647887229919,0.6168810725212097,0.23376214802265166,0.24938730597496034,0.2293279141187668,18.19976873397827,0.6163227915763855,0.6163227915763855,0.6119976758956909,0.15434931218624115,0.15424022674560547,0.38081657886505127,0.38325563073158264,0.38800238370895385,0.23376214802265166,0.24938730597496034,0.22948562800884248,0.2293279141187668,0.6119976758956909,0.7191848635673523,0.8456507086753845,10.110896825790405,0.38367722034454343,0.38367722034454343,0.19999999701976776,0.3949697494506836,0.38800238370895385,0.15424022674560547,0.38800238370895385,0.8457598209381103,0.38800238370895385,0.8457598209381103,0.24938730597496034,0.8457598209381103,0.38800238370895385,1.4077762603759765,4.408517265319825,2.0992827892303465,-0.4919567108154297
3da436fb79663e783b201339e598a8bd,198.6,19.800000381469726,19.800000381469726,139.0800018310547,19.92000045776367,0.800611162185669,0.5897123694419861,0.1794246807694435,0.22193988561630248,0.1925756201148033,8.642147660255432,0.6591511726379394,0.6591511726379394,0.6716330647468567,0.14827320575714112,0.14894228279590607,0.3319830894470215,0.33326258659362795,0.32836697101593015,0.1794246807694435,0.22193988561630248,0.18513090610504152,0.1925756201148033,0.6716330647468567,0.770471704006195,0.8517268061637878,5.888194942474366,0.34084882736206057,0.34084882736206057,0.19999999701976776,0.49605677723884584,0.32836697101593015,0.14894228279590607,0.32836697101593015,0.8510577440261841,0.32836697101593015,0.8510577440261841,0.22193988561630248,0.8510577440261841,0.32836697101593015,1.3202476978302002,4.047479724884033,2.01170072555542,-0.36967718601226807
9aa62611c0dfc82421f5533ca52f93c2,198.6,17.1200008392334,17.1200008392334,141.76000366210937,22.600000381469727,0.8275945544242859,0.6774984359741211,0.35499683022499084,0.326341313123703,0.3366137266159058,24.072593116760252,0.5345780193805695,0.5345780193805695,0.507789158821106,0.12880826741456985,0.13721402883529663,0.4665925920009613,0.4725697934627533,0.4922108590602875,0.35499683022499084,0.326341313123703,0.3430516481399536,0.3366137266159058,0.507789158821106,0.5761248826980591,0.8711917042732239,16.15033540725708,0.46542200446128845,0.46542200446128845,0.19999999701976776,0.33499387502670286,0.4922108590602875,0.13721402883529663,0.4922108590602875,0.8627859830856324,0.4922108590602875,0.8627859830856324,0.326341313123703,0.8627859830856324,0.4922108590602875,1.1873255014419555,3.769529438018799,1.9390136003494263,-0.2755103826522827
e057e9b1b095608f4f5f217a2de20ae7,198.6,18.160000610351563,18.160000610351563,140.72000122070312,21.560000610351562,0.8171301126480103,0.6548166751861573,0.30963332056999204,0.2948641300201416,0.3008299171924591,18.185463523864748,0.561164277791977,0.561164277791977,0.5471959710121155,0.13800585269927979,0.1431707113981247,0.4347211241722107,0.4401358485221863,0.4528040409088135,0.30963332056999204,0.2948641300201416,0.30155571103096007,0.3008299171924591,0.5471959710121155,0.628727662563324,0.8619941234588623,12.782174491882325,0.43883577585220335,0.43883577585220335,0.19999999701976776,0.34330461621284486,0.4528040409088135,0.1431707113981247,0.4528040409088135,0.8568292737007142,0.4528040409088135,0.8568292737007142,0.2948641300201416,0.8568292737007142,0.4528040409088135,1.2577584743499757,3.9747474193573,1.9911922693252564,-0.34500057697296144
6015bfef47db7df178db0f143fb46ddc,198.6,17.480000305175782,17.480000305175782,141.4000030517578,22.240000534057618,0.8239744186401368,0.6754793167114258,0.3509586215019226,0.3280950844287872,0.3478780150413513,40.86911468505859,0.5198598742485047,0.5198598742485047,0.5092046380043029,0.13226213604211806,0.13983675241470336,0.47421298623085023,0.47972955703735354,0.490795373916626,0.3509586215019226,0.3280950844287872,0.3467507302761078,0.3478780150413513,0.5092046380043029,0.5821493566036224,0.867737877368927,17.20927028656006,0.48014017939567566,0.48014017939567566,0.19999999701976776,0.30272713899612425,0.490795373916626,0.13983675241470336,0.490795373916626,0.8601632595062256,0.490795373916626,0.8601632595062256,0.3280950844287872,0.8601632595062256,0.490795373916626,1.2205522298812865,3.8793411254882812,1.9674080610275269,-0.31264629364013674
51a3e381a23bae3e3e112812c3fabb12,198.6,18.0,18.0,140.8800018310547,21.7200008392334,0.8187361478805542,0.6461731910705566,0.2923463135957718,0.29132984280586244,0.3039925545454025,26.592929935455324,0.5591727793216705,0.5591727793216705,0.5649922072887421,0.13683468997478485,0.14266152381896974,0.4289875626564026,0.4333899557590485,0.4350078344345093,0.2923463135957718,0.29132984280586244,0.29588350653648376,0.3039925545454025,0.5649922072887421,0.6451689004898071,0.863165307044983,14.280380201339721,0.4408272445201874,0.4408272445201874,0.19999999701976776,0.3436881065368652,0.4350078344345093,0.14266152381896974,0.4350078344345093,0.8573385000228881,0.4350078344345093,0.8573385000228881,0.29132984280586244,0.8573385000228881,0.4350078344345093,1.2477285385131835,3.956789016723633,1.9864391326904296,-0.3388950347900391
2231fc14696e20242ed1b2342db03440,198.6,28.240000534057618,28.240000534057618,130.64000549316407,11.479999923706055,0.7156103730201722,0.5497798204421998,0.09955963902175427,0.14318790435791015,0.23454026579856874,5.698675155639648,0.5938056588172913,0.5938056588172913,0.7384133219718934,0.17165407836437224,0.1620270550251007,0.2343002587556839,0.2771579384803772,0.2615867018699646,0.09955963902175427,0.14318790435791015,0.1540059268474579,0.23454026579856874,0.7384133219718934,0.8896672606468201,0.8283459186553955,4.322882890701294,0.4061943531036377,0.4061943531036377,0.19999999701976776,0.4698521733283997,0.2615867018699646,0.1620270550251007,0.2615867018699646,0.8379729747772217,0.2615867018699646,0.8379729747772217,0.14318790435791015,0.8379729747772217,0.2615867018699646,1.1994162559509278,2.460316705703735,1.5678209066390991,0.1674134612083435
3cf907b3e36429e84a4466e51c8d1574,198.6,22.200000381469728,22.200000381469728,136.6800048828125,17.520000457763672,0.7764519810676574,0.5853089094161987,0.17061779648065567,0.19341787993907927,0.1503784403204918,3.3094351291656494,0.6928486347198486,0.6928486347198486,0.6760815620422364,0.1567729413509369,0.15330066084861754,0.29546048045158385,0.30444965362548826,0.3239184498786926,0.17061779648065567,0.19341787993907927,0.15538668483495713,0.1503784403204918,0.6760815620422364,0.789840567111969,0.8432270884513855,2.1359057664871215,0.30715139508247374,0.30715139508247374,0.19999999701976776,0.4973039269447327,0.3239184498786926,0.15330066084861754,0.3239184498786926,0.8466993689537048,0.3239184498786926,0.8466993689537048,0.19341787993907927,0.8466993689537048,0.3239184498786926,1.3111466407775878,3.770402526855469,1.9414385557174683,-0.27589662075042726
8496ed80717b2af113fdd6b5ba7c51ef,198.6,28.440000534057617,28.440000534057617,130.44000244140625,11.280000305175781,0.7135901808738708,0.5464344143867492,0.09286880791187287,0.14078015685081482,0.23409348130226135,6.707721209526062,0.5931607842445373,0.5931607842445373,0.7443591117858886,0.17274573743343352,0.16277210414409637,0.23050873577594758,0.2735971391201019,0.25564091801643374,0.09286880791187287,0.14078015685081482,0.1501294642686844,0.23409348130226135,0.7443591117858886,0.8994812488555908,0.8272542834281922,5.068860340118408,0.40683921575546267,0.40683921575546267,0.19999999701976776,0.46973220705986024,0.25564091801643374,0.16277210414409637,0.25564091801643374,0.8372278928756713,0.25564091801643374,0.8372278928756713,0.14078015685081482,0.8372278928756713,0.25564091801643374,1.216552448272705,2.5157352447509767,1.5857552766799927,0.14865829944610595
e93760dc4bba77c6fbe09b85b4333653,198.6,22.160000610351563,22.160000610351563,136.72000427246093,17.560000228881837,0.7768519163131714,0.5854067325592041,0.17081347852945328,0.19351826608181,0.15032825767993926,3.2763805627822875,0.6930667042732239,0.6930667042732239,0.6759827733039856,0.15660504400730133,0.15320377349853515,0.29525423645973203,0.30430772304534914,0.3240172445774078,0.17081347852945328,0.19351826608181,0.15535852760076524,0.15032825767993926,0.6759827733039856,0.7895502924919129,0.8433949708938598,2.1075394630432127,0.30693329572677613,0.30693329572677613,0.19999999701976776,0.4973986566066742,0.3240172445774078,0.15320377349853515,0.3240172445774078,0.8467962622642518,0.3240172445774078,0.8467962622642518,0.19351826608181,0.8467962622642518,0.3240172445774078,1.3182071924209595,3.7996243953704836,1.9488607406616212,-0.2857710361480713
