fold,n,false_negative,false_positive,true_negative,true_positive,accuracy,balanced_accuracy,bookmaker_informedness,critical_success_index,delta_p,diagnostic_odds_ratio,fall_out,false_discovery_rate,false_negative_rate,false_omission_rate,false_positive_rate,f1_score,fowlkes_mallows_index,hit_rate,informedness,jaccard_index,matthews_correlation_coefficient,markedness,miss_rate,negative_likelihood_ratio,negative_predictive_value,positive_likelihood_ratio,positive_predictive_value,precision,prevalence,prevalence_threshold,probability_of_detection,probability_of_false_alarm,recall,selectivity,sensitivity,specificity,threat_score,true_negative_rate,true_positive_rate,mae,mse,rmse,r2
1,199.0,19.399999618530273,19.399999618530273,139.8000030517578,20.399999618530273,0.8050251007080078,0.5888068079948425,0.1776135414838791,0.21323123574256897,0.17111818492412567,3.46333384513855,0.48397842049598694,0.48397842049598694,0.6767789721488953,0.14490342140197754,0.14560754597187042,0.318585604429245,0.31910258531570435,0.3232210576534271,0.1776135414838791,0.21323123574256897,0.1762850135564804,0.17111818492412567,0.6767789721488953,0.7686144709587097,0.8550965189933777,2.4917571544647217,0.3160216212272644,0.3160216212272644,0.20000000298023224,0.3052557110786438,0.3232210576534271,0.14560754597187042,0.3232210576534271,0.8543924689292908,0.3232210576534271,0.8543924689292908,0.21323123574256897,0.8543924689292908,0.3232210576534271,1.326633095741272,4.170854091644287,2.042266845703125,-0.41788995265960693
2,199.0,21.399999618530273,21.399999618530273,137.8000030517578,18.399999618530273,0.7849246263504028,0.5810647010803223,0.16212940216064453,0.21356014907360077,0.1756642609834671,7.69891881942749,0.6617550849914551,0.6617550849914551,0.6746880412101746,0.16258065402507782,0.1631825715303421,0.33021482825279236,0.3309953808784485,0.3253119885921478,0.16212940216064453,0.21356014907360077,0.16871754825115204,0.1756642609834671,0.6746880412101746,0.7955772280693054,0.837419331073761,5.304067134857178,0.33824488520622253,0.33824488520622253,0.19999998807907104,0.4979580342769623,0.3253119885921478,0.1631825715303421,0.3253119885921478,0.8368173837661743,0.3253119885921478,0.8368173837661743,0.21356014907360077,0.8368173837661743,0.3253119885921478,1.4522613286972046,4.4874372482299805,2.1183571815490723,-0.5184218883514404
3,199.0,20.600000381469727,20.600000381469727,138.60000610351562,19.200000762939453,0.7929648756980896,0.6056679487228394,0.2113358974456787,0.23725800216197968,0.1977558135986328,10.969077110290527,0.6470081210136414,0.6470081210136414,0.6329236030578613,0.1552361100912094,0.15574052929878235,0.3591240644454956,0.35957857966423035,0.36707642674446106,0.2113358974456787,0.23725800216197968,0.20429520308971405,0.1977558135986328,0.6329236030578613,0.7406696677207947,0.8447639346122742,5.899377822875977,0.35299190878868103,0.35299190878868103,0.19999998807907104,0.49052128195762634,0.36707642674446106,0.15574052929878235,0.36707642674446106,0.8442594408988953,0.36707642674446106,0.8442594408988953,0.23725800216197968,0.8442594408988953,0.36707642674446106,1.4572863578796387,4.673366546630859,2.161797046661377,-0.5813354253768921
4,198.0,19.80000114440918,19.80000114440918,138.60000610351562,19.80000114440918,0.800000011920929,0.6233238577842712,0.2466477006673813,0.24733953177928925,0.2266065627336502,9.981234550476074,0.6271067261695862,0.6271067261695862,0.6087353229522705,0.1462867259979248,0.1446169763803482,0.3788797855377197,0.38047438859939575,0.3912646770477295,0.2466477006673813,0.24733953177928925,0.23597310483455658,0.2266065627336502,0.6087353229522705,0.7040650248527527,0.8537132143974304,6.876319885253906,0.3728933036327362,0.3728933036327362,0.20000000298023224,0.33865123987197876,0.3912646770477295,0.1446169763803482,0.3912646770477295,0.855383038520813,0.3912646770477295,0.855383038520813,0.24733953177928925,0.855383038520813,0.3912646770477295,1.3181818723678589,4.0050506591796875,2.0012621879577637,-0.35248470306396484
5,198.0,18.80000114440918,18.80000114440918,139.60000610351562,20.80000114440918,0.8101010322570801,0.6595786213874817,0.31915727257728577,0.315852552652359,0.3420056402683258,45.184749603271484,0.5153929591178894,0.5153929591178894,0.539051353931427,0.14260143041610718,0.1417914181947708,0.46426209807395935,0.4684675335884094,0.4609486758708954,0.31915727257728577,0.315852552652359,0.3266722857952118,0.3420056402683258,0.539051353931427,0.6305124759674072,0.8573986291885376,23.779541015625,0.4846070408821106,0.4846070408821106,0.20000000298023224,0.30262690782546997,0.4609486758708954,0.1417914181947708,0.4609486758708954,0.8582085967063904,0.4609486758708954,0.8582085967063904,0.315852552652359,0.8582085967063904,0.4609486758708954,1.2424242496490479,3.757575750350952,1.9384467601776123,-0.2689136266708374
