fold,n,false_negative,false_positive,true_negative,true_positive,accuracy,balanced_accuracy,bookmaker_informedness,critical_success_index,delta_p,diagnostic_odds_ratio,fall_out,false_discovery_rate,false_negative_rate,false_omission_rate,false_positive_rate,f1_score,fowlkes_mallows_index,hit_rate,informedness,jaccard_index,matthews_correlation_coefficient,markedness,miss_rate,negative_likelihood_ratio,negative_predictive_value,positive_likelihood_ratio,positive_predictive_value,precision,prevalence,prevalence_threshold,probability_of_detection,probability_of_false_alarm,recall,selectivity,sensitivity,specificity,threat_score,true_negative_rate,true_positive_rate,mae,mse,rmse,r2
1,199.0,16.80000114440918,16.80000114440918,142.40000915527344,23.0,0.8311557769775391,0.6449897885322571,0.28997957706451416,0.29323360323905945,0.33686086535453796,19.549036026000977,0.5367168188095093,0.5367168188095093,0.576252281665802,0.12642236053943634,0.13376815617084503,0.4283033013343811,0.43573474884033203,0.4237477481365204,0.28997957706451416,0.29323360323905945,0.3083185851573944,0.33686086535453796,0.576252281665802,0.6433143019676208,0.8735775947570801,13.565123558044434,0.4632832109928131,0.4632832109928131,0.20000000298023224,0.30666404962539673,0.4237477481365204,0.13376815617084503,0.4237477481365204,0.8662318587303162,0.4237477481365204,0.8662318587303162,0.29323360323905945,0.8662318587303162,0.4237477481365204,1.125628113746643,3.477386951446533,1.86477530002594,-0.1821444034576416
2,199.0,17.0,17.0,142.1999969482422,22.80000114440918,0.8291457295417786,0.6677104234695435,0.3354208171367645,0.3155513405799866,0.3254410922527313,28.1657772064209,0.5497821569442749,0.5497821569442749,0.5289780497550964,0.12477679550647736,0.13560113310813904,0.45042726397514343,0.4554273188114166,0.47102195024490356,0.3354208171367645,0.3155513405799866,0.32892969250679016,0.3254410922527313,0.5289780497550964,0.5925930142402649,0.8752232789993286,12.652262687683105,0.45021793246269226,0.45021793246269226,0.19999998807907104,0.31779566407203674,0.47102195024490356,0.13560113310813904,0.47102195024490356,0.8643988966941833,0.47102195024490356,0.8643988966941833,0.3155513405799866,0.8643988966941833,0.47102195024490356,1.140703558921814,3.5025124549865723,1.871500015258789,-0.18515121936798096
3,199.0,19.399999618530273,19.399999618530273,139.8000030517578,20.399999618530273,0.8050251007080078,0.6545550227165222,0.3091100752353668,0.29466214776039124,0.2842685878276825,23.956771850585938,0.5682141184806824,0.5682141184806824,0.5387844443321228,0.1475173383951187,0.15210555493831635,0.43980082869529724,0.4431222975254059,0.46121564507484436,0.3091100752353668,0.29466214776039124,0.2950693964958191,0.2842685878276825,0.5387844443321228,0.6337451934814453,0.8524826169013977,12.414423942565918,0.43178591132164,0.43178591132164,0.19999998807907104,0.32517296075820923,0.46121564507484436,0.15210555493831635,0.46121564507484436,0.8478944897651672,0.46121564507484436,0.8478944897651672,0.29466214776039124,0.8478944897651672,0.46121564507484436,1.3467336893081665,4.251256465911865,2.0618574619293213,-0.43850505352020264
4,198.0,16.200000762939453,16.200000762939453,142.1999969482422,23.399999618530273,0.8363636136054993,0.7226525545120239,0.44530510902404785,0.35210084915161133,0.3571760356426239,41.163326263427734,0.52260822057724,0.52260822057724,0.42888185381889343,0.1202157512307167,0.1258130520582199,0.5036436915397644,0.5137209296226501,0.571118175983429,0.44530510902404785,0.35210084915161133,0.3938940763473511,0.3571760356426239,0.42888185381889343,0.486490935087204,0.8797842264175415,14.483145713806152,0.47739177942276,0.47739177942276,0.20000000298023224,0.2940129041671753,0.571118175983429,0.1258130520582199,0.571118175983429,0.8741869330406189,0.571118175983429,0.8741869330406189,0.35210084915161133,0.8741869330406189,0.571118175983429,1.1111111640930176,3.5050504207611084,1.8721779584884644,-0.18363738059997559
5,198.0,18.600000381469727,18.600000381469727,139.8000030517578,21.0,0.8121212124824524,0.6135625243186951,0.22712503373622894,0.25320467352867126,0.236176535487175,14.497697830200195,0.620186984539032,0.620186984539032,0.6230272650718689,0.14363645017147064,0.14984771609306335,0.37045979499816895,0.3742879629135132,0.3769727349281311,0.22712503373622894,0.25320467352867126,0.23076896369457245,0.236176535487175,0.6230272650718689,0.7098118662834167,0.8563635945320129,7.584901332855225,0.379813015460968,0.379813015460968,0.20000000298023224,0.481338232755661,0.3769727349281311,0.14984771609306335,0.3769727349281311,0.8501524329185486,0.3769727349281311,0.8501524329185486,0.25320467352867126,0.8501524329185486,0.3769727349281311,1.3282828330993652,4.328282833099365,2.0804524421691895,-0.4616384506225586
